,player_name,season,games,completions,attempts,passing_yards,passing_tds,passing_interceptions,sacks_suffered,sack_yards_lost,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_2pt_conversions,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_2pt_conversions,target_share,air_yards_share,wopr,special_teams_tds,def_tackles_solo,def_tackles_with_assist,def_tackle_assists,def_tackles_for_loss,def_tackles_for_loss_yards,def_fumbles_forced,def_sacks,def_sack_yards,def_qb_hits,def_interceptions,def_interception_yards,def_pass_defended,def_tds,def_fumbles,def_safeties,misc_yards,fumble_recovery_own,fumble_recovery_yards_own,fumble_recovery_opp,fumble_recovery_yards_opp,fumble_recovery_tds,penalties,penalty_yards,punt_returns,punt_return_yards,kickoff_returns,kickoff_return_yards,fg_made,fg_att,fg_missed,fg_blocked,fg_made_0_19,fg_made_20_29,fg_made_30_39,fg_made_40_49,fg_made_50_59,fg_made_60_,fg_missed_0_19,fg_missed_20_29,fg_missed_30_39,fg_missed_40_49,fg_missed_50_59,fg_missed_60_,fg_made_distance,fg_missed_distance,fg_blocked_distance,pat_made,pat_att,pat_missed,pat_blocked,gwfg_made,gwfg_att,gwfg_missed,gwfg_blocked,fantasy_points,fantasy_points_ppr,team,fantasy_points_standard,fantasy_points_half_ppr,ir_games,out_games,total_missed_games,pass_tds/game,pass_air_yards/game,carries/game,rushing_tds/game,receiving_tds/game,turnovers/game,targets_game,height,weight,years_exp,next_season,standard/game,ppr/game,half_ppr/game,rushing_tds_team_qbs_sum,aggressiveness_team_qbs_mean,pick_team_qbs_mean,years_exp_team_qbs_mean,turnovers/game_team_qbs_mean,carries/game_team_qbs_mean,completion_percentage_above_expectation_team_qbs_mean,passing_epa_team_qbs_mean,num_team_qbs,receiving_tds_team_wrs_sum,air_yards_share_team_wrs_sum,avg_cushion_team_wrs_mean,avg_separation_team_wrs_mean,avg_yac_above_expectation_team_wrs_mean,catch_percentage_team_wrs_mean,height_team_wrs_mean,receiving_epa_team_wrs_mean,pick_team_wrs_mean,num_team_wrs,receiving_tds_team_rbs_sum,carries_team_rbs_sum,receiving_yards_team_rbs_sum,air_yards_share_team_rbs_sum,years_exp_team_rbs_mean,age_team_rbs_mean,weight_team_rbs_mean,percent_attempts_gte_eight_defenders_team_rbs_mean,avg_time_to_los_team_rbs_mean,receiving_epa_team_rbs_mean,rushing_epa_team_rbs_mean,pick_team_rbs_mean,num_team_rbs,receiving_tds_team_tes_sum,receiving_yards_team_tes_sum,air_yards_share_team_tes_sum,catch_percentage_team_tes_mean,wopr_team_tes_mean,percent_share_of_intended_air_yards_team_tes_mean,receiving_epa_team_tes_mean,num_team_tes,rushing_tds_other_team_qbs,aggressiveness_other_team_qbs,pick_other_team_qbs,years_exp_other_team_qbs,turnovers/game_other_team_qbs,carries/game_other_team_qbs,completion_percentage_above_expectation_other_team_qbs,passing_epa_other_team_qbs,receiving_tds_other_team_wrs,air_yards_share_other_team_wrs,avg_cushion_other_team_wrs,avg_separation_other_team_wrs,avg_yac_above_expectation_other_team_wrs,catch_percentage_other_team_wrs,height_other_team_wrs,receiving_epa_other_team_wrs,pick_other_team_wrs,receiving_tds_other_team_rbs,carries_other_team_rbs,receiving_yards_other_team_rbs,air_yards_share_other_team_rbs,years_exp_other_team_rbs,age_other_team_rbs,weight_other_team_rbs,percent_attempts_gte_eight_defenders_other_team_rbs,avg_time_to_los_other_team_rbs,receiving_epa_other_team_rbs,rushing_epa_other_team_rbs,pick_other_team_rbs,receiving_tds_other_team_tes,receiving_yards_other_team_tes,air_yards_share_other_team_tes,catch_percentage_other_team_tes,wopr_other_team_tes,percent_share_of_intended_air_yards_other_team_tes,receiving_epa_other_team_tes,future_half_ppr/game
11485,Jordan Mason,2022,17,0,0,0,0,0,0,0,0,0,0,0,0,0,43,258,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,2,0,4,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.8,31.8,MIN,31.8,31.8,0,0,0,0.0,0.0,2.5294117647058822,0.058823529411764705,0.0,0.0,0.0,71.0,218.0,0.0,2021,2.4529411764705884,1.8705882352941177,1.8705882352941177,1.0,17.02898550724638,2.0,6.0,0.8235294117647058,1.2941176470588236,-3.4436936051571365,-39.92165213974798,1.0,16.0,0.6817028251309986,6.103932420695551,3.264303713348276,0.6058660212505662,72.0500159633134,72.0,21.483552105337843,87.33333333333333,5.0,5.0,454.0,598.0,0.018148772148156415,2.6,24.666666666666668,216.6,28.18028956027158,2.8501877380868503,2.516446550162263,0.3213255609269254,134.33333333333334,5.0,8.0,1063.0,0.29030732219577304,66.66666666666666,0.31377739030533375,22.241350732064944,5.184002292386236,2.0,0.0,,,,,,,,16.0,0.6817028251309986,7.629915525869438,4.080379641685345,0.7573325265632078,90.06251995414175,72.25,26.854440131672305,109.16666666666666,5.0,411.0,598.0,0.018148772148156415,3.25,30.833333333333336,216.25,19.31627104124857,2.820873561497452,3.1455581877028287,-0.33775417222932447,167.91666666666669,8.0,1063.0,0.29030732219577304,133.33333333333331,0.6275547806106675,44.48270146412989,10.368004584772471,2.5411764705882356
7834,Tony Jones,2020,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,1.3,FA,1.3,1.3,0,0,0,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,71.0,225.0,0.0,2019,1.06875,0.08125,0.08125,36.0,16.964278739775015,158.625,7.425,0.3296875,0.8359375,0.029976748824074945,10.269138965113651,40.0,254.0,12.635794104638098,6.17678875820276,2.944434441625575,0.4341274971597834,64.15797037268553,72.42948717948718,9.58694273992704,128.47540983606558,156.0,50.0,6671.0,10695.0,0.28478379601521253,3.237704918032787,24.307692307692307,214.25409836065575,20.954637606635718,2.711682006169636,-0.9649828892208562,-3.968323591470112,133.92307692307693,122.0,118.0,12311.0,3.082494555609485,68.95243128062506,0.07590138322450347,13.582743234737361,3.3995206899032153,94.0,36.0,17.39926024592309,162.69230769230768,7.615384615384615,0.33814102564102566,0.8525641025641025,0.030745383409307634,10.532450220629386,254.0,12.635794104638098,6.216639008255681,2.963430792861869,0.43692831972210455,64.57189276218672,72.43870967741935,9.648793983410439,129.30428344791116,50.0,6668.0,10695.0,0.28478379601521253,3.2644628099173554,24.508582326764145,214.16528925619835,21.127816429831054,2.734092601261947,-0.9729579544210285,-4.004662285410226,135.02987921169742,118.0,12311.0,3.082494555609485,69.69385527288985,0.07671752713014329,13.728794237261418,3.4360746758161533,1.1529411764705884
2828,Jalen Richard,2017,16,0,0,0,0,0,0,0,0,0,0,0,0,0,56,275,1,1,1,10,0,27,36,256,1,0,0,55,227,13,0,0.06521739130434782,0.011815252416756176,0.10609676364825105,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,7,0,0,3,3,0,0,0,2,7,26,155,8,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.099999999999994,90.1,FA,63.099999999999994,76.6,0,0,0,0.0,0.0,3.5,0.0625,0.0625,0.0625,2.25,68.0,207.0,1.0,2016,5.5375000000000005,5.63125,4.7875,27.0,18.528473520482894,126.0,6.549019607843137,0.48161764705882354,0.9730392156862745,-0.5535497397613323,-1.988248447507612,51.0,330.0,19.098453303371905,5.851435847541008,2.6832100761972875,0.42957696762104314,57.47462318713901,72.4696132596685,5.36477353215093,103.87096774193549,181.0,85.0,10380.0,19314.0,0.7901991877072709,3.287671232876712,22.703703703703702,217.58904109589042,27.128315967651538,2.75897968845618,0.27524952793114144,-8.118763657219318,146.11111111111111,146.0,168.0,21671.0,5.441322617330329,64.91013958348249,0.1183850826642473,14.962765816077777,4.063581184298005,106.0,26.0,18.89904299089255,128.52,6.66,0.49,0.9225,-0.5646207345565589,-2.0280134164577643,329.0,19.08663805095515,5.883943824471792,2.698116798842828,0.43196350633004893,57.79392664928979,72.49444444444444,5.3421535497693915,104.44802867383513,84.0,10324.0,19058.0,0.7783839352905148,3.303448275862069,22.860280970625794,217.66206896551725,27.315407801911203,2.778007134583464,0.21206938425599214,-8.121001104321584,147.11877394636016,167.0,21415.0,5.429507364913572,65.52833138903947,0.11850211427392346,15.105268347659472,4.01241176356915,7.662500000000001
7519,Ronald Jones,2020,16,0,0,0,0,0,0,0,0,0,0,0,0,0,192,978,7,0,0,48,0,28,42,165,1,2,2,37,157,2,0,0.06930693069306931,0.006560283687943262,0.10855259462116425,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.3,186.3,FA,158.3,172.3,0,0,0,0.0,0.0,12.0,0.4375,0.0625,0.0,2.625,71.0,208.0,2.0,2019,4.325,11.64375,10.76875,36.0,16.964278739775015,158.625,7.425,0.3296875,0.8359375,0.029976748824074945,10.269138965113651,40.0,254.0,12.635794104638098,6.17678875820276,2.944434441625575,0.4341274971597834,64.15797037268553,72.42948717948718,9.58694273992704,128.47540983606558,156.0,50.0,6671.0,10695.0,0.28478379601521253,3.237704918032787,24.307692307692307,214.25409836065575,20.954637606635718,2.711682006169636,-0.9649828892208562,-3.968323591470112,133.92307692307693,122.0,118.0,12311.0,3.082494555609485,68.95243128062506,0.07590138322450347,13.582743234737361,3.3995206899032153,94.0,29.0,17.39926024592309,161.71794871794873,7.564102564102564,0.33814102564102566,0.5496794871794872,0.030745383409307634,10.532450220629386,253.0,12.629233820950155,6.216639008255681,2.963430792861869,0.43692831972210455,64.57189276218672,72.43870967741935,9.787569617958066,129.05912215758858,49.0,6479.0,10530.0,0.2782235123272693,3.2479338842975207,24.318499682136046,214.30578512396696,20.94703130586411,2.713636678396933,-0.7951875134715878,-4.041105455654465,134.71582962492056,117.0,12146.0,3.075934271921542,69.69385527288985,0.07555029492991572,13.728794237261418,3.6673674000622,4.364705882352942
11259,Kenneth Gainwell,2022,17,0,0,0,0,0,0,0,0,0,0,0,0,0,53,240,4,0,0,17,0,23,29,169,0,0,0,35,146,7,0,0.05742574257425743,0.007879333633498424,0.09165414740483505,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.9,87.9,PIT,64.9,76.4,0,0,0,0.0,0.0,3.1176470588235294,0.23529411764705882,0.0,0.0,1.7058823529411764,69.0,191.0,1.0,2021,3.9635294117647057,5.170588235294118,4.4941176470588236,1.0,10.594878676059487,247.0,8.5,0.6764705882352942,1.4117647058823528,-3.7896967558293326,-18.94162461474511,2.0,10.0,0.6946266857808896,6.619937421777221,2.838219787755143,-0.1579815821417767,60.586886699221026,74.0,1.7672915023723121,182.0,5.0,0.0,155.0,476.0,-0.00214364774424323,0.5,23.0,206.25,57.1969696969697,2.7490416666666664,2.053236099681235,4.959326644553889,119.0,4.0,4.0,1258.0,0.2495697727564013,72.14285714285714,0.15642983655708664,15.577032899077604,5.405808602657448,4.0,-3.0,21.189757352118974,344.0,16.0,1.3529411764705883,-0.2941176470588238,-7.579393511658665,-37.88324922949022,10.0,0.6867473521473911,8.274921777221527,3.547774734693929,-0.1974769776772209,75.73360837402629,75.25,3.552146840352103,190.0,0.0,102.0,307.0,-0.010022981377741654,0.3333333333333333,23.0,211.33333333333334,62.37373737373738,2.837861111111111,4.528358082757264,3.986883087336589,108.66666666666667,4.0,1089.0,0.24169043912290286,96.19047619047619,0.17802173294117052,20.76937719877014,8.998454753392215,4.845882352941176
11209,Kene Nwangwu,2022,17,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,0,0,0,1,0,2,2,21,0,0,0,0,21,1,0,0.0031201248049922,0.0,0.0046801872074883,1,3,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,11.5,NYJ,9.5,10.5,0,0,0,0.0,0.0,0.5294117647058824,0.0,0.0,0.0,0.11764705882352941,73.0,205.0,1.0,2021,0.07647058823529412,0.6764705882352942,0.6176470588235294,8.0,9.119496855345911,11.0,6.0,0.8529411764705882,4.852941176470589,-5.547639708263134,-35.44579301537985,2.0,13.0,0.7484191756500761,5.994692785662231,2.692509489217937,0.4904674737942041,60.289788231676845,74.66666666666667,18.81171662246552,63.5,3.0,2.0,242.0,426.0,0.023427568020404504,1.2,23.25,217.4,26.72138622891017,2.8400050177095624,-1.4149730101890394,1.794412616124292,138.75,5.0,3.0,337.0,0.11016741997429225,88.88888888888889,0.06558773612373268,33.11248670084147,1.6387783520212986,3.0,8.0,18.238993710691823,-97.0,11.0,1.7058823529411764,9.176470588235295,-11.095279416526267,-70.8915860307597,13.0,0.7484191756500761,8.992039178493346,4.038764233826906,0.7357012106913061,90.43468234751526,75.5,27.671272259709305,35.75,2.0,233.0,405.0,0.023427568020404504,1.25,23.0625,220.5,33.401732786137714,3.5500062721369527,-2.041867599730787,3.303153929102824,143.6875,3.0,316.0,0.11016741997429225,133.33333333333331,0.09604151058185487,49.66873005126221,1.9118648540429724,0.07647058823529412
6980,Derek Watt,2020,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,5,0,3,1,12,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,FA,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,234.0,4.0,2019,0.1,0.0,0.0,36.0,16.964278739775015,158.625,7.425,0.3296875,0.8359375,0.029976748824074945,10.269138965113651,40.0,254.0,12.635794104638098,6.17678875820276,2.944434441625575,0.4341274971597834,64.15797037268553,72.42948717948718,9.58694273992704,128.47540983606558,156.0,50.0,6671.0,10695.0,0.28478379601521253,3.237704918032787,24.307692307692307,214.25409836065575,20.954637606635718,2.711682006169636,-0.9649828892208562,-3.968323591470112,133.92307692307693,122.0,118.0,12311.0,3.082494555609485,68.95243128062506,0.07590138322450347,13.582743234737361,3.3995206899032153,94.0,36.0,17.39926024592309,157.6153846153846,7.512820512820513,0.33814102564102566,0.8573717948717948,0.030745383409307634,10.532450220629386,254.0,12.635794104638098,6.216639008255681,2.963430792861869,0.43692831972210455,64.57189276218672,72.41935483870968,9.648793983410439,128.02686409307245,50.0,6671.0,10695.0,0.28478379601521253,3.231404958677686,24.285441830896374,214.0909090909091,21.127816429831054,2.734092601261947,-0.9729579544210285,-4.001119654209534,133.39351557533377,118.0,12311.0,3.082494555609485,69.69385527288985,0.07671752713014329,13.728794237261418,3.4360746758161533,0.18235294117647058
142,Mike Tolbert,2016,16,0,0,0,0,0,0,0,0,0,0,0,0,0,35,114,0,0,0,5,0,10,15,72,1,0,0,-4,83,4,0,0.027124773960216998,-0.0007004027315706532,0.04019687902822604,0,2,0,0,0,0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.6,34.6,FA,24.6,29.6,0,0,0,0.0,0.0,2.1875,0.0,0.0625,0.0,0.9375,69.0,250.0,8.0,2015,2.28125,2.1625,1.85,28.0,21.37253128861048,104.0,6.407407407407407,0.4930555555555556,0.9803240740740741,2.133558955308417,10.120175374940613,54.0,421.0,21.17104860308307,5.903188680853804,2.674138995938816,-0.13224983612139687,57.02221872046637,72.34426229508196,10.010170083165017,112.0,183.0,95.0,11345.0,20328.0,0.8157754269115343,2.879194630872483,22.1875,217.4121212121212,24.13440447562543,2.6861428784934103,0.7739780333392378,-5.941897672974394,145.3125,165.0,179.0,26278.0,5.92952501078662,65.37527449648034,0.12500244618054046,14.411973767889533,7.05930789212457,111.0,28.0,21.775786595942755,105.9622641509434,6.377358490566038,0.5023584905660378,0.9575471698113207,2.173814784653859,10.311122080128172,420.0,21.17174900581464,5.935623783495857,2.688832067345073,-0.13297648357261332,57.33552761453487,72.36263736263736,10.115184170277402,112.61538461538461,94.0,11310.0,20256.0,0.8164758296431049,2.847970207889998,22.322789634146343,217.21341463414635,24.281565478525586,2.7025217984842236,0.8341998126357508,-5.936800512453653,146.1985518292683,178.0,26206.0,5.930225413518191,65.96959517372107,0.12577340588192515,14.542991711233983,7.206232452701056,2.71875
10637,Saquon Barkley,2022,17,0,0,0,0,0,0,0,0,0,0,0,0,0,295,1312,10,1,0,65,0,57,76,338,0,0,0,-16,434,10,1,0.1554192229038855,-0.004799040191961607,0.22976950622145512,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227.0,284.0,PHI,227.0,255.5,0,0,0,0.0,0.0,17.352941176470587,0.5882352941176471,0.0,0.058823529411764705,4.470588235294118,72.0,233.0,4.0,2021,10.717647058823529,16.705882352941178,15.029411764705882,14.0,17.91762013729977,98.5,1.0,0.47058823529411764,5.0,1.3033466987115752,31.904151255177712,2.0,28.0,0.9887196941025851,6.279193556201551,2.9709881105119056,0.4105523658613949,63.156381970538355,72.0,31.166312603523632,69.25,4.0,0.0,481.0,544.0,-0.0010027025412246713,3.0,24.5,241.5,17.556041552761073,2.6492142166655923,-9.214702495898303,-6.6157505343632685,32.0,2.0,3.0,1085.0,0.1811881796911679,61.28364389233954,0.15404727903527685,10.166258028801698,15.514024109748073,3.0,4.0,35.83524027459954,195.0,-2.0,0.8823529411764706,-7.352941176470587,2.6066933974231503,63.808302510355425,28.0,0.9935187342945467,8.3722580749354,3.9613174806825406,0.5474031544818598,84.20850929405114,72.0,45.75483128174411,91.66666666666667,0.0,186.0,206.0,0.003796337650736936,2.0,24.0,250.0,16.12903225806452,2.6017288135593213,-5.830161560658805,2.2796680710025345,62.0,3.0,747.0,0.18598721988312952,91.92546583850931,0.11618616544218772,15.249387043202546,29.57065788019101,11.923529411764704
1645,Adrian Peterson,2017,16,0,0,0,0,0,0,0,0,0,0,0,0,0,156,529,2,3,2,21,0,11,19,70,0,0,0,35,55,3,0,0.035916824196597356,0.010242903131401814,0.0610452684868773,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.9,78.9,FA,67.9,73.4,0,0,0,0.0,0.0,9.75,0.125,0.0,0.1875,1.1875,73.0,220.0,10.0,2016,10.5625,4.93125,4.5875,27.0,18.528473520482894,126.0,6.549019607843137,0.48161764705882354,0.9730392156862745,-0.5535497397613323,-1.988248447507612,51.0,330.0,19.098453303371905,5.851435847541008,2.6832100761972875,0.42957696762104314,57.47462318713901,72.4696132596685,5.36477353215093,103.87096774193549,181.0,85.0,10380.0,19314.0,0.7901991877072709,3.287671232876712,22.703703703703702,217.58904109589042,27.128315967651538,2.75897968845618,0.27524952793114144,-8.118763657219318,146.11111111111111,146.0,168.0,21671.0,5.441322617330329,64.91013958348249,0.1183850826642473,14.962765816077777,4.063581184298005,106.0,25.0,18.89904299089255,128.52,6.48,0.4875,0.7975,-0.5646207345565589,-2.0280134164577643,330.0,19.088210400240502,5.883943824471792,2.698116798842828,0.43196350633004893,57.79392664928979,72.46666666666667,5.4290127973441304,104.44802867383513,85.0,10224.0,19244.0,0.7799562845758691,3.2413793103448274,22.860280970625794,217.57241379310344,27.041314079541618,2.7588362245497593,0.3198946571073911,-7.891359409365957,147.11877394636016,168.0,21601.0,5.431079714198927,65.52833138903947,0.1189311761326032,15.105268347659472,4.161313330840129,11.1875
11398,Dameon Pierce,2022,17,0,0,0,0,0,0,0,0,0,0,0,0,0,220,939,4,4,2,54,0,30,39,165,1,0,0,-11,197,7,0,0.06989247311827956,-0.0025240936209270305,0.10307184414277043,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.4,166.4,HOU,136.4,151.4,0,0,0,0.0,0.0,12.941176470588236,0.23529411764705882,0.058823529411764705,0.23529411764705882,2.2941176470588234,70.0,215.0,0.0,2021,4.1000000000000005,9.788235294117648,8.905882352941177,2.0,15.24008350730689,67.0,1.0,1.3529411764705883,1.8823529411764706,-2.662101870165486,-74.22938193844655,1.0,12.0,0.6379600128142223,5.99298106060606,3.3451073275688366,-0.46536796473658815,60.63795853269538,72.6,6.441466475108781,131.2,5.0,4.0,774.0,959.0,-0.007336509700803974,3.4,24.666666666666668,224.0,20.540731343711478,2.8729705067353644,-1.0683808520499654,-8.119171079075443,63.333333333333336,5.0,6.0,944.0,0.24366377465754552,56.903870162297125,0.20501598097817855,8.655960127130003,-3.717312146871324,3.0,-2.0,,,,,,,,11.0,0.6404841064351493,7.491226325757575,4.181384159461046,-0.5817099559207352,75.79744816586923,73.25,10.257865716484263,137.25,3.0,554.0,794.0,-0.0048124160798769435,4.25,25.333333333333336,226.25,20.562277816002986,2.871420387305215,0.8705565575358296,-3.1638662793258803,52.41666666666667,5.0,779.0,0.24618786827847255,85.35580524344569,0.2559880493958826,12.983940190695005,-1.163902975110414,4.482352941176471
5333,Mike Davis,2019,16,0,0,0,0,0,0,0,0,0,0,0,0,0,13,27,0,0,0,0,0,7,8,22,0,0,0,6,27,1,0,0.014134275618374558,0.0013221683561040105,0.02212693127683464,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,11.9,FA,4.9,8.4,0,0,0,0.0,0.0,0.8125,0.0,0.0,0.0,0.5,69.0,221.0,4.0,2018,9.21875,0.74375,0.525,16.0,15.764257694568895,104.16666666666667,7.2894736842105265,0.3503289473684211,0.6101973684210527,-1.2894865279528946,0.20349807717131144,38.0,289.0,15.580256892429679,5.966619546941411,2.8165281554692787,0.4409536767823288,60.13475185321601,72.44171779141104,8.513199555475534,132.27659574468086,163.0,59.0,7597.0,13536.0,0.3896202509427328,3.341463414634146,23.6734693877551,217.21138211382114,24.69368979308525,2.750363219688762,-0.5309148784103498,-6.7619010957019805,138.16326530612244,123.0,119.0,14599.0,3.312793191842841,66.05740588607196,0.09030000391707786,13.585651122166924,4.193199255603478,91.0,16.0,16.19031871334103,106.98198198198199,7.378378378378378,0.3597972972972973,0.6047297297297297,-1.3243375151948649,0.2089980252029685,289.0,15.578934724073575,6.003450531799074,2.8339141317376075,0.4436756130587629,60.505954025149435,72.46296296296295,8.568140155587495,133.09311794063566,59.0,7584.0,13514.0,0.3882980825866288,3.3360655737704916,23.867514218802274,217.18032786885246,24.896097086471194,2.772907180505883,-0.5320930523099265,-6.7479505883103466,139.29575108732016,119.0,14577.0,3.3114710234867366,66.79137706258386,0.09105748250196945,13.736602801302112,4.244092332473095,11.0625
3659,David Fluellen,2018,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,3,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,1.6,FA,1.6,1.6,0,0,0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,71.0,224.0,4.0,2017,0.0,0.1,0.1,23.0,16.307026044197155,124.85714285714286,7.634146341463414,0.4603658536585366,0.9725609756097561,-3.2651786225022863,9.21493431283534,41.0,348.0,17.6443602508805,5.965991138476686,2.8129072858196076,0.550276525506746,61.741573038985344,72.46408839779005,9.288945083768146,121.8409090909091,181.0,90.0,8777.0,16806.0,0.612835292892458,3.1914893617021276,23.209302325581394,216.5035460992908,25.172926333368345,2.781140670078923,0.3370875390639246,-6.339402868434429,139.27906976744185,141.0,141.0,19030.0,4.57240369376689,66.54059921005052,0.10677733248447782,13.645631773746508,4.859539287722887,97.0,23.0,16.714701695302082,127.97857142857143,7.725,0.471875,0.990625,-3.3468080880648436,9.445307670656224,348.0,17.6443602508805,5.999135533690445,2.8285345485186055,0.5533336173151168,62.084581778090815,72.47222222222221,9.340550334233525,122.51780303030303,90.0,8773.0,16806.0,0.612835292892458,3.1857142857142855,23.375083056478406,216.45,25.35273295003526,2.801005960579487,0.33949530720009546,-6.380942529679109,140.27392026578073,141.0,19030.0,4.57240369376689,67.23373045182187,0.10788959636452446,13.787773771389702,4.910159488636667,0.0
6077,Ronald Jones,2019,16,0,0,0,0,0,0,0,0,0,0,0,0,0,172,724,6,2,1,36,0,31,40,309,0,1,1,30,294,12,0,0.06589785831960461,0.004620360388110273,0.10208103975108411,0,2,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.3,166.3,FA,135.3,150.8,0,0,0,0.0,0.0,10.75,0.375,0.0,0.125,2.5,71.0,208.0,1.0,2018,9.89375,10.39375,9.425,16.0,15.764257694568895,104.16666666666667,7.2894736842105265,0.3503289473684211,0.6101973684210527,-1.2894865279528946,0.20349807717131144,38.0,289.0,15.580256892429679,5.966619546941411,2.8165281554692787,0.4409536767823288,60.13475185321601,72.44171779141104,8.513199555475534,132.27659574468086,163.0,59.0,7597.0,13536.0,0.3896202509427328,3.341463414634146,23.6734693877551,217.21138211382114,24.69368979308525,2.750363219688762,-0.5309148784103498,-6.7619010957019805,138.16326530612244,123.0,119.0,14599.0,3.312793191842841,66.05740588607196,0.09030000391707786,13.585651122166924,4.193199255603478,91.0,10.0,16.19031871334103,105.95495495495496,7.45945945945946,0.3564189189189189,0.33614864864864863,-1.3243375151948649,0.2089980252029685,289.0,15.57563653204157,6.003450531799074,2.8339141317376075,0.4436756130587629,60.505954025149435,72.4506172839506,8.552752618466654,132.8585500394011,59.0,7425.0,13227.0,0.3849998905546225,3.360655737704918,23.687186349949815,217.28688524590163,24.681647982391894,2.751683355369271,-0.5525256835687453,-6.614376679223435,138.98427567748408,119.0,14290.0,3.3081728314547307,66.79137706258386,0.09016910351892224,13.736602801302112,4.2163947656555845,10.76875
